id,text,original_label,annotation_label,emoji_label,annotation_0,annotation_label_0,annotation_1,annotation_label_1,annotation_2,annotation_label_2,annotation_3,annotation_label_3,llm_annotation
826,Playing with my food again My 'canvas' and 'paint'!Read more about Molly Patrick and @user,19,2,😜,😊,3,😜,2,😊,3,😜,2,1
861,Yaayyyyyy someone bought me Sin Chan doll #doll #toys #sinchan #japanesestyle #cute…,19,2,😜,😊,3,😜,2,😊,3,😊,3,3
476,"@user Sorry, I had to leave! Go find any other district librarian or even an author! I'm sure @user would accept that.",5,3,😊,😊,3,🔥,0,😊,3,😜,2,2
779,"Is it the weekend yet?! #travismathew #wwd @ Downtown, Sacramento",19,2,😜,📷,1,😜,2,📷,1,😜,2,1
95,@user would you like one ?,5,3,😊,📷,1,😊,3,😜,2,😜,2,0
2060,Stumbled across Peter Shrine's Sculpture Today In Elysian Park. : 3 of 3 #iphone6splus…,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
818,A full moon and a bunch of ladies following Andy #MakingMemories @user outessasummit @user,19,2,😜,📷,1,😊,3,🔥,0,😊,3,1
1954,@user #Flavors : @user @ Echoplex,10,1,📷,📷,1,😊,3,📷,1,🔥,0,0
1526,Deluxe + Design + Decor || : stylemyparty #decor #design #willowheightsmansion @ Willow Heights…,10,1,📷,😊,3,🔥,0,📷,1,😊,3,1
1321,I'm the rebel of the family. #disneyland #disneylife #60thcelebration #darkside @ Disneyland,19,2,😜,😜,2,😊,3,🔥,0,😜,2,2
2596,One of the hottest producer is this game @user #rap #hiphop #producer #cardiak…,4,0,🔥,🔥,0,😜,2,🔥,0,🔥,0,0
1109,Crazy hair after rehearsal last night. Training hard to prepare for our performances this…,19,2,😜,😊,3,🔥,0,🔥,0,🔥,0,1
913,Welcome to the family! Bandana Swingin' added to the collection s/o 12inchskinz for the custom…,19,2,😜,😊,3,😊,3,📷,1,🔥,0,2
1710,dressed semi-appropriately for the rain that's about to come... / @user,10,1,📷,😊,3,😜,2,😊,3,😜,2,1
1303,The instructor wanted to take a selfie with us @ Brasada Ranch,19,2,😜,📷,1,📷,1,📷,1,😊,3,1
164,Live #brisket carving station and a lovely #buffet. #Catering life sure is swell. …,5,3,😊,📷,1,😜,2,📷,1,🔥,0,3
2358,A shot from an awesome shoot with my beautiful friend Lindsey Lamson (@11lamson) Give her a…,4,0,🔥,📷,1,😊,3,📷,1,😊,3,1
381,Woooo New Stamp on my #Passport!!! #Roadtrip…,5,3,😊,😊,3,🔥,0,😊,3,🔥,0,1
1267,"No, I did not have Abbey Road in my head for a second. #appropriation #recontextualization…",19,2,😜,😜,2,🔥,0,😜,2,😜,2,0
2582,Last night was lit @ Shrine Auditorium &amp; Expo Hall,4,0,🔥,🔥,0,📷,1,🔥,0,🔥,0,0
1971,"From me to YOU | by FAM @user 2:47pm • 12/25/15 @ Palm Springs, California",10,1,📷,📷,1,😊,3,📷,1,😊,3,3
2144,@user for @user @user creative dir: @user,10,1,📷,📷,1,📷,1,📷,1,😊,3,0
590,"I love Asian markets, especially with all the variety in snacks #asianmarket #Asiansnacks…",5,3,😊,😊,3,😊,3,😊,3,😊,3,1
784,Look like it could be a Busy day today . #Trampoline #Training #Gym #Kalispell #ColumbiaFalls…,19,2,😜,😊,3,🔥,0,🔥,0,🔥,0,0
1175,"#breathtaking....Oh, the background is amazing too! Lol @user",19,2,😜,📷,1,😜,2,📷,1,😊,3,3
2561,Sometimes I do things besides 1 rep max attempts and HOTLIFTS . Here's 305x6 @ 171. @ Peninsula…,4,0,🔥,🔥,0,🔥,0,🔥,0,🔥,0,0
915,For some reason I don't know why I love these creatures #bear #cuddlebuddy #morethanlifesize…,19,2,😜,😊,3,😊,3,📷,1,😊,3,3
2195,#underdog # @user @ Ballard,10,1,📷,📷,1,📷,1,🔥,0,😜,2,0
901,"#sideways #international @ San Diego, California",19,2,😜,📷,1,📷,1,📷,1,😜,2,0
1413,@user I hate it when I plunge my headphones,19,2,😜,😜,2,🔥,0,📷,1,😜,2,0
1176,"Celebrating Litmas a little early with my ho ho hoes @ Fruitland,…",19,2,😜,😊,3,😜,2,😊,3,😜,2,1
2777,[#NewMusic] :: @user - 'Play Me' [prod. by Cartier Beats] #NP on #Soundcloud…,4,0,🔥,😊,3,😊,3,🔥,0,🔥,0,0
1025,Good thing he popped up - I don't know how else I would've been able to find him @ UC Berkeley,19,2,😜,😊,3,😜,2,😊,3,😜,2,1
2093,Please check my social media @user _k_i_r_i_y_a_ #dance #dancer #photo #photoshoot…,10,1,📷,📷,1,📷,1,😊,3,📷,1,1
1688,"antique shop finds @ Jackson, California",10,1,📷,📷,1,😊,3,📷,1,😊,3,1
1865,"RIFF RAFF #rockyhorrorhipstershow // selashiloniphoto @ Los Angeles, California (North Hollywood)",10,1,📷,📷,1,📷,1,📷,1,🔥,0,1
1631,Whoa @user might have just won @user #chbp #chbp2016 : @user @ The…,10,1,📷,😊,3,😊,3,🔥,0,🔥,0,0
1425,"Currently @ Santa Monica, California",19,2,😜,📷,1,📷,1,📷,1,😊,3,1
2904,#thismorningscardio 400 calories in about 29 minutes @ 24 Hour Fitness - Oxnard Collection…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,1
1095,#ChariotFlys in shiny black. For those days when your felling kind of Game of thrownish. …,19,2,😜,😊,3,😊,3,🔥,0,😜,2,2
2535,That flight today... ...#dronestagram #dronesla #drone #drones #djiglobal #dtla #airvuz…,4,0,🔥,😊,3,📷,1,🔥,0,📷,1,1
2166,"Friday: Personally, I think oompa loompa is a good look on me, don't you agree? ( : christianmeoli)…",10,1,📷,😜,2,😊,3,😊,3,😜,2,2
1480,When you accidentally match with the bros lol jk @ Highway 99,19,2,😜,😊,3,🔥,0,😜,2,😜,2,2
334,Even my toothbrush had turndown service Thanks @user #stregis #toothbrush @ The St. Regis San…,5,3,😊,😊,3,😜,2,😊,3,😊,3,0
918,Hanging at @user until 4am!! Come hang out!! #Repost @user with…,19,2,😜,😊,3,🔥,0,🔥,0,🔥,0,1
1444,Wet republic pool party! Let's get messy @ Wet Republic Ultra Pool,19,2,😜,🔥,0,🔥,0,🔥,0,🔥,0,0
1652,Never met a #Monday that didn't require one of these. misoo_hungry #lamillcoffee @ LAMILL…,10,1,📷,📷,1,😊,3,😊,3,😊,3,3
1363,Listening to Holy Ghost! over the PA while I wait for St Lucia. Cyute (@ The Showbox for St. Lucia Fan Presale),19,2,😜,😊,3,😜,2,🔥,0,🔥,0,0
575,@user you're super cute and idk you very well but from twitter you seem like you have a one of a kind personalty And I'm missing out,5,3,😊,😊,3,😊,3,😊,3,😊,3,2
2009,Yesterdays pHoto sHot witH tHe very talented apvision_ beHind tHe …,10,1,📷,📷,1,📷,1,📷,1,📷,1,1
2091,So proud of you bro naturalphil taranewton08 #NAMM2016 #drummer #artist #NaturalPhil…,10,1,📷,😊,3,😊,3,🔥,0,😊,3,1
2919,@user #bigbear @ Bigbear Lake,4,0,🔥,📷,1,📷,1,📷,1,😊,3,1
878,Lazy Eye &amp; Chubby Cheeks #mp3waxx #rsdjz #lasvegas #vegas #dj #djlife #djhead #radio…,19,2,😜,📷,1,🔥,0,😊,3,🔥,0,1
711,missing this place right now...can't wait to go back. #luckybastard #neverstopexploring #winter…,5,3,😊,📷,1,😊,3,😊,3,😜,2,1
427,"Wella ""Bronde"" color education yesterday. Amazing new techniques for our Clients to enjoy …",5,3,😊,😊,3,😜,2,🔥,0,😊,3,1
300,He was trying to hide in a dark corner but I found him with my lens. #frog #camerateur…,5,3,😊,📷,1,🔥,0,📷,1,📷,1,1
1862,From The Jump @user framexframe_ @ Downtown Los Angeles,10,1,📷,📷,1,🔥,0,🔥,0,🔥,0,1
881,First selfie of 2017? @ MGM Grand Las Vegas,19,2,😜,📷,1,📷,1,📷,1,📷,1,1
525,Happy Pin with Client #handmade #italian #jewelry #women #men #unisex #stylist #blogger…,5,3,😊,📷,1,📷,1,🔥,0,😊,3,1
1873,Borrowed from the hubs. : @user #military #style #lotd #ootd #latergram #zara #coldasf…,10,1,📷,📷,1,📷,1,📷,1,😜,2,0
2755,@user @user brows on fleeka,4,0,🔥,😊,3,😜,2,😊,3,😜,2,0
810,"Me and my seafood (at @user in Torrance, CA)",19,2,😜,📷,1,📷,1,📷,1,😊,3,1
1198,Yeahhhhh haven't seen the point in a while. Save it for great occasions #northstar #tahoe @user,19,2,😜,😊,3,🔥,0,😊,3,😊,3,0
1486,The Popeye look !! @ The Venetian Las Vegas,19,2,😜,📷,1,😜,2,🔥,0,😜,2,1
2317,I turn 23 tomorrow,4,0,🔥,😊,3,😜,2,😊,3,😊,3,3
979,makin dance videos and stuff. Thanks for filming @user love you @ Point Dume,19,2,😜,📷,1,😜,2,📷,1,😊,3,3
1614,#FeelTheBern irvinemeadowsamphitheatre @ Irvine Meadows Amphitheatre,10,1,📷,📷,1,😊,3,🔥,0,🔥,0,0
677,My weekend #hummingbird #nature #lavender #kitten #kbbq #allthatbbq #beachvolleyball…,5,3,😊,📷,1,😜,2,📷,1,😊,3,2
2615,The Baddest Of The Baddest @ Diamond Bar Center,4,0,🔥,😜,2,🔥,0,🔥,0,😜,2,0
354,Dinner with my good friend @user @ BOA Steakhouse,5,3,😊,😊,3,😊,3,📷,1,😊,3,3
1185,Eat your heart out ladies @ The Rare Barrel,19,2,😜,😊,3,😊,3,😊,3,😜,2,2
2323,@ Palm Springs Convention Center,4,0,🔥,📷,1,📷,1,📷,1,📷,1,1
1236,Back @ it @ Alfred {Coffee &amp; Kitchen},19,2,😜,😊,3,📷,1,📷,1,😊,3,1
441,Morning workout at expo west #expowest2016 @ Anaheim Convention Center,5,3,😊,😊,3,🔥,0,🔥,0,🔥,0,1
1947,.@takashipom X @user X me ( : tawny cc: @user kigasato thebroadmuseum) #TBT…,10,1,📷,📷,1,😊,3,📷,1,😊,3,1
2569,"Sacramento tap in and go cop that ""Street Life"" Album don't sleep on it artist ft…",4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,1
1423,"Bernie rally (@ KeyArena at Seattle Center - @user in Seattle, WA)",19,2,😜,📷,1,📷,1,📷,1,🔥,0,0
2357,@user goin in right now @user S/O j.cole in the building #thursdaynight #DTLA…,4,0,🔥,📷,1,😜,2,🔥,0,🔥,0,0
173,Always up for trying new places! We love Ramen Ryoma in Uwajimaya! …,5,3,😊,😊,3,🔥,0,🔥,0,😊,3,1
144,Sorry for the sudden burst of pictures. Just want to share some pictures I took from today @user,5,3,😊,📷,1,📷,1,📷,1,😊,3,1
1524,This #LA #sunrise is lit ( : me; #millinealslang: kelseygingie) #SoCal #SoCalWinter @ North…,10,1,📷,🔥,0,📷,1,📷,1,🔥,0,0
890,"""Frankie and Vinny Go to White Castle"" It's an epic movie new White Castle at casino royale on…",19,2,😜,😊,3,🔥,0,🔥,0,😜,2,1
789,"Happiest of birthdays to my (older ) seastar, one of my most favorite, loved people in this…",19,2,😜,😊,3,😊,3,😊,3,😊,3,3
2923,@ MYXX Hookah Lounge 2,4,0,🔥,📷,1,📷,1,📷,1,😊,3,0
603,When Mcgregor vs Aldo is only two weeks away,5,3,😊,😊,3,🔥,0,🔥,0,🔥,0,0
2084,"""Do what you love"" - cc: @user #StudioMoments @ Dublin Beats Studio",10,1,📷,😊,3,😊,3,😊,3,😊,3,3
336,@user yes your name is categorized in my most used words! #daughtry you're always on my mind in some way!,5,3,😊,😊,3,😜,2,😊,3,😊,3,0
1737,De ontem na Disney @ Disneyland,10,1,📷,😊,3,📷,1,😊,3,😊,3,1
2354,"keviorr_the_return &amp; I light lab in the kitchen still @ Las Vegas, Nevada",4,0,🔥,🔥,0,😊,3,😊,3,🔥,0,1
512,"The holidays make me happy @ North Hollywood, California",5,3,😊,😊,3,😊,3,😊,3,😊,3,3
1225,"Flowers and sunsets. Not sure what's happening to me @ Manhattan Beach, California",19,2,😜,📷,1,🔥,0,📷,1,😊,3,3
563,"Good Morning @ Bellevue, Washington",5,3,😊,😊,3,😊,3,😊,3,😊,3,3
1924,"#Repost @user chilly outside. by Sonny Tong #SonnyTong @ Burbank, California",10,1,📷,😊,3,😜,2,😊,3,🔥,0,1
2614,Twas LIT #dillonfrancis #skrillex #idgafos @ The Shrine Expo Hall,4,0,🔥,🔥,0,😊,3,📷,1,🔥,0,0
2320,Tweaking Tomorrow's in my Hotel room it's gonna be w/ extra #AltTrap for YOU #3Sunrises check…,4,0,🔥,😊,3,🔥,0,😜,2,😜,2,0
1351,"A$AP, you never fail to disappoint #campflog2015 @ Los Angeles Memorial…",19,2,😜,😜,2,😜,2,🔥,0,🔥,0,0
912,Motivation Monday #motivationmonday #BEASTMODE #allkindsofgains #fitness #uoeno…,19,2,😜,😊,3,🔥,0,🔥,0,🔥,0,0
1689,"Dress it up and make it real for me, whatever that means. : @user @ West Hollywood,…",10,1,📷,😊,3,🔥,0,😊,3,😜,2,0
2299,Hands. #Repost rawrushes ・・・Odell At The Combine!! -#NBA #NFL #basketball#football…,4,0,🔥,📷,1,🔥,0,🔥,0,🔥,0,1
1523,New Sounds On My Sound Cloud ft miikeyod | Do What You Will : god…,10,1,📷,😊,3,😜,2,🔥,0,🔥,0,0
516,The family is officially together for Christmas Welcome home Mike!…,5,3,😊,😊,3,😊,3,😊,3,😊,3,3
1402,I've still got it @ Bronco Elite Gymnastics,19,2,😜,😊,3,😊,3,🔥,0,😜,2,0
2395,Driving into the . @ Scheid Vineyards,4,0,🔥,😊,3,😜,2,📷,1,😊,3,1
925,"Congratulations, Tom &amp; Heather Reese! Family of three, soon to be. @ Riverside Indoor Shooting…",19,2,😜,😊,3,😊,3,😊,3,😊,3,1
2754,Dame mas Sesar @ Playboy_CA,4,0,🔥,📷,1,🔥,0,🔥,0,😜,2,2
1629,Twice in one week with @user #guardiansofthegalaxy #latergram @user @user #sdcc :…,10,1,📷,📷,1,😊,3,📷,1,😜,2,1
2098,"""As I spend another night without a single thing to do..."" : @user @ Yosemite Wilderness",10,1,📷,😊,3,🔥,0,📷,1,😊,3,1
2110,"Waiting on an Uber : @user @ Portland, Oregon",10,1,📷,😊,3,😜,2,😊,3,😊,3,0
2125,Great #TBT shot from Nathan coming back from playing in the current at boat pass :…,10,1,📷,📷,1,🔥,0,📷,1,📷,1,1
2435,"@ Los Angeles, California",4,0,🔥,📷,1,📷,1,📷,1,📷,1,1
2525,San Diego felt the Bern tonight #berniesanders2016 @ San Diego…,4,0,🔥,😊,3,😊,3,🔥,0,🔥,0,0
2931,"You have to get in God's Word, so God's word can get in you. #MagRevival #MagMiddleSchool…",4,0,🔥,😊,3,🔥,0,😊,3,😊,3,0
109,This LA weather is pretty close to perfection #goodhairdayallday Top from instylshop @ Skybar…,5,3,😊,😊,3,😊,3,😊,3,😊,3,1
1573,Alternate Rebel Alliance SpecForces costume from Rogue One. ( : @user Andrew…,10,1,📷,📷,1,😜,2,📷,1,😜,2,2
2237,From this weekend. Missing Lake Tahoe and family. cred carolinepaculaphotography @ Lake Tahoe,10,1,📷,📷,1,📷,1,😜,2,😊,3,1
2916,"Masacote... @ Anaheim, California",4,0,🔥,📷,1,📷,1,🔥,0,😜,2,0
2462,TIME TO GLO UP!!!! @ Black Book,4,0,🔥,😊,3,🔥,0,🔥,0,😜,2,0
1323,@user I aim to please,19,2,😜,😊,3,😊,3,😊,3,😜,2,2
2274,Happy hour was sizzlin @ The Crest Sports Bar and Grill,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
528,Assalamualaikum May Allah ease everything we do . Start with…,5,3,😊,😊,3,🔥,0,😊,3,😊,3,3
1978,Sweet thing : @user @ Hollywood,10,1,📷,😊,3,😜,2,😊,3,😊,3,0
640,So pretty on the trail this morning @ Monterey Bay Recreational Trail,5,3,😊,😊,3,😊,3,😊,3,😊,3,1
2375,FOR THE PEOPLE 3 WAS On behalf of @user we would like to thank BRYANN TREJO &amp;…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,2
2559,"#jujuonthatbeat hahahaha, this is @ Aspire Benjamin Holt College Preparatory Academy",4,0,🔥,😊,3,😜,2,🔥,0,😜,2,3
2322,When you just wanna play baseball so bad....torch it!!! #propane #playball #nwfutures…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
2605,#wandw PROMOCODE AT #HEATOC #OrangeCounty Go to,4,0,🔥,📷,1,🔥,0,🔥,0,🔥,0,0
1067,Morning !!! #sohype #likeasir @ The Voice Stage 12 Universal Studios,19,2,😜,😊,3,😊,3,🔥,0,😜,2,1
2441,Accessory work today for quadriceps and hamstrings. @user Feel the burn #GetItDone…,4,0,🔥,🔥,0,🔥,0,🔥,0,🔥,0,0
2487,HAPPY BIRFDAY @user #TURNUP @ Caroussel Restaurant,4,0,🔥,😊,3,😊,3,📷,1,😜,2,3
252,ASD Market Week finds . #asdmarketweek #accessories @ Las Vegas Convention Center,5,3,😊,😊,3,😜,2,🔥,0,🔥,0,1
980,"(@ Stark Street Pizza in Portland, OR w/ @user",19,2,😜,📷,1,📷,1,📷,1,😊,3,1
776,"Of course I have these hanging in my apartment #interiordesign @ West Hollywood, California",19,2,😜,😊,3,😊,3,📷,1,😜,2,1
801,Spicy Chicken Biscuit #chickfila #spicychicken #sandwich #friedchicken #breakfast #biscuit…,19,2,😜,😊,3,🔥,0,😊,3,🔥,0,0
1671,"Happy Birthday, Ate! We love you! :@suuper247 @ Embassy Suites by Hilton Brea North Orange County",10,1,📷,📷,1,😜,2,😊,3,😊,3,1
2618,#hologramcitizen of the week is this hottie jawhar_paulo Look'n dope AF in the new gear from…,4,0,🔥,📷,1,🔥,0,🔥,0,😜,2,0
101,Who wants to go for a drive? I need a co-pilot who likes fruit stands and constant car karaoke…,5,3,😊,😊,3,😊,3,😊,3,😜,2,3
16,And voila! My first tattoo. And I love it and that all that should matter.. @ Skin FX Tattoo,5,3,😊,📷,1,🔥,0,😜,2,😜,2,3
2120,"#Malibu | #GroovyGene | #tbt : @user @ Malibu, California",10,1,📷,📷,1,📷,1,📷,1,😊,3,1
28,This is what my night looks like #flightattendantlife #savignonblanc #pureclass…,5,3,😊,📷,1,😜,2,📷,1,😊,3,3
1432,@ McCarran International Airport,19,2,😜,📷,1,📷,1,📷,1,😊,3,1
2189,"#holga continuing my slow film purge. @ Gaston, Oregon",10,1,📷,📷,1,😜,2,📷,1,📷,1,1
2920,Last weekend at Q malaamusic #lit @ Q Nightclub,4,0,🔥,📷,1,😊,3,🔥,0,🔥,0,0
1914,#Repost tracee_alvord with repostapp・・・When it snows...it's a must #snowballfight …,10,1,📷,😊,3,🔥,0,📷,1,😜,2,1
874,Last nights trip to #Citynightshift Urban Lights Photo by: frankdaturtle @ L.A.C.M.A,19,2,😜,📷,1,📷,1,📷,1,📷,1,1
2971,My big #bootybuilding 5:30am #squad on a killer abs &amp; core day hardcorefitnesssd. It was af…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,0
44,Amazing day I recommend #amazing #day #great #energy #peace #meditation #life #recomended…,5,3,😊,😊,3,😜,2,😊,3,😊,3,3
993,"And the monkey put the star up @ Lake Stevens, Washington",19,2,😜,📷,1,🔥,0,🔥,0,😜,2,1
1153,The holiday weekend is almost here! But i suppose it wouldnt be bad to start it early. …,19,2,😜,😊,3,😜,2,😜,2,😜,2,0
90,The Baristas at On The Edge in Old Town Clovis know me so well #ontheedge #coffeeshop…,5,3,😊,😊,3,😊,3,😊,3,😊,3,3
2711,Birthday girl is a baddie @ Central Washington University,4,0,🔥,📷,1,😜,2,📷,1,😜,2,3
751,"More #tinyepic things #tinyepicwestern, this one is crazy @user I may be one of your…",19,2,😜,🔥,0,🔥,0,📷,1,😜,2,2
1018,legend_of_lantern and I always seem to find each other #HarleyQuinn #harleylantern #SacCon…,19,2,😜,😊,3,🔥,0,😊,3,😜,2,3
1925,An image from our successful Eastern Washington muley hunt. #pursueyourpassion - Dad - Full…,10,1,📷,😊,3,😊,3,📷,1,🔥,0,1
2675,Road to nowhere my first ever county collab ft rbaileymusic produced by @user …,4,0,🔥,😊,3,😊,3,🔥,0,🔥,0,0
353,"Seriously, the best $1.50 I've ever spent #backscratcher @ Sherman Oaks, California",5,3,😊,😊,3,🔥,0,🔥,0,😜,2,3
510,"The Golden Gate Bridge was pretty great, but being home for Christmas is even better @ San…",5,3,😊,😊,3,🔥,0,😊,3,😊,3,3
407,"@ Rancho San Diego, California",5,3,😊,📷,1,📷,1,📷,1,😊,3,0
923,I could quite possibly be the dorkiest friend in the world.. But I dgaf #PuthOrDare…,19,2,😜,😜,2,😊,3,😜,2,😜,2,2
1804,"Let's go to dark places. by christophgellert, new post up on @ Battery Boutelle",10,1,📷,😊,3,😜,2,😜,2,😜,2,0
2554,AC STRAIGHT KILLIN IT AT THE GREEN STAGE #toolit @user @user #hardsummer #hsmf16…,4,0,🔥,📷,1,🔥,0,🔥,0,🔥,0,0
716,"""@KathiiBienchen: @user ja ""SO 1 THESE ARROGANT PINS FOUND MY PHONE-S TO STEVE? IT DOESNT MAKE ANY DIFRENCE: CALL ME OUTSIDE RT WORTH?",5,3,😊,😜,2,😜,2,😜,2,😜,2,2
678,That smile you get when Ivana Chubbuck tells you that you're the next Michael J Fox #showcase…,5,3,😊,😊,3,🔥,0,🔥,0,😜,2,3
303,I guess I missed them a little more this time shoutout to Faja for…,5,3,😊,😊,3,🔥,0,😊,3,😊,3,2
1379,"Living on the positive side. #selfiesunday #Latepost #ninja #doingme #seattle @ Seattle, Washington",19,2,😜,😊,3,📷,1,📷,1,😜,2,1
2733,Trying to stay warm. #donationdrive #windyday #step2 #alicereno #foragreatcause #conniescorner @user,4,0,🔥,😊,3,🔥,0,📷,1,😊,3,0
1634,"No Edit Necessary @ Laguna Beach, California",10,1,📷,📷,1,🔥,0,📷,1,😊,3,1
2731,The @user squads up and who else brings team #barber with them to set the set on with…,4,0,🔥,😊,3,😊,3,🔥,0,😜,2,0
549,""" Yehey I'm prOud Of my baby she's nOt scared anymOre with Turkey tOy #HolidaySeason @ Bautista…",5,3,😊,😊,3,😜,2,📷,1,😊,3,2
939,"Getting reformed! (@ Pilates Room in San Diego, CA)",19,2,😜,📷,1,🔥,0,🔥,0,😊,3,1
2325,The Best In Town @ Louis Burgers,4,0,🔥,😊,3,📷,1,📷,1,😊,3,0
2996,"I like my coffee how I like myself: strong, sweet, and too hot for you.",4,0,🔥,🔥,0,😊,3,😊,3,😜,2,0
306,Branching on Malibu Pier with my sisser @ Malibu Farm,5,3,😊,😊,3,😊,3,😊,3,😊,3,1
2468,@ The Hat,4,0,🔥,📷,1,📷,1,🔥,0,😊,3,2
2298,It's my birthday! @ It's Lit,4,0,🔥,🔥,0,😊,3,😊,3,😜,2,2
1908,Seattle's own snow globes. by the fabulous @user,10,1,📷,😊,3,😜,2,📷,1,😊,3,1
1917,Fog Rollin in!! cred: rwmolina salvagedif #godart @ Big Bear Lake,10,1,📷,😊,3,🔥,0,🔥,0,📷,1,1
39,"#Church this is my second week at church, doing good so proud of the things I can accomplish…",5,3,😊,😊,3,😊,3,😊,3,😊,3,3
1965,Clayton and Akeela are enjoying their photo shoot here in daycare!! alphawolfmarco…,10,1,📷,📷,1,📷,1,📷,1,😊,3,1
831,Peek-A-Boo we see you @user #laughing #friends #lunch #salad #ceasarsalad #myfavorite…,19,2,😜,📷,1,😜,2,😊,3,😊,3,3
1344,Street foods at its best! Lols #Isaw #Betamax #bbq #chickenfeet atbp …,19,2,😜,😊,3,🔥,0,😊,3,😜,2,3
244,Thankful for the new friends I've gained this 2016. More adventures await! #thankfulthursday…,5,3,😊,😊,3,😊,3,😊,3,😊,3,3
65,@user fuck knows.. If it's got more than 6 buttons I'm out .. Steely and clevie just used a Casio CS01... I'm with them,5,3,😊,😜,2,📷,1,😜,2,😜,2,1
275,recording some Xmas songs...can't wait to have this one out ...don't judge my po computer screen…,5,3,😊,😊,3,😊,3,🔥,0,😜,2,1
732,LIFE IS GOOD #lifeisgood #winter #beautifulday #fun @ Highway 99 South,5,3,😊,😊,3,😊,3,📷,1,😊,3,3
584,Great day for skiing with the best company @ Tahoe National Forest,5,3,😊,😊,3,😜,2,🔥,0,😊,3,0
154,"Today, I'm probably the happiest girl in the whole world with all the best wishes from all the…",5,3,😊,😊,3,😊,3,😊,3,😊,3,3
242,Happy Thanksgiving everyone #glutenfreeturkeyday @ Alameda,5,3,😊,😊,3,😊,3,😊,3,😊,3,1
258,Great to meet @user on Saturday! #gbkpreoscars #TheDeparted #Transformers @ The…,5,3,😊,📷,1,😜,2,🔥,0,😊,3,3
1211,Either Christmas is really exhausting or my presents made me faint .... Merry Christmas everyone…,19,2,😜,😊,3,😊,3,😊,3,😜,2,2
2892,Pur very own @user with @user revival_tuesdays with violingirl_amanda in LA …,4,0,🔥,😊,3,😜,2,🔥,0,😜,2,1
1101,Go enjoy something in nature for the New Years #reduce #reuse #recycle #sustainable #newyear…,19,2,😜,😊,3,🔥,0,😊,3,😊,3,1
689,"Dinner with the in-laws (@ Chuck's Steakhouse Of Hawaii in Santa Barbara, CA)",5,3,😊,📷,1,😊,3,📷,1,😊,3,3
1278,When you get a new tat just kidding...this is what happens when your friends are talented body…,19,2,😜,😜,2,😜,2,😜,2,😜,2,1
2585,AYYYY WE WON A DODGEBALL TOURNAMENT WITH THIS HELLA FRESH TEAM. YEA YOU GOT SOME CHAMPS ON CAMPUS.…,4,0,🔥,😊,3,🔥,0,🔥,0,🔥,0,2
1017,Air BnB #Venice #WhatJessysWearing #GetTheLook make your old jeans cool again by slitting them…,19,2,😜,😊,3,😜,2,🔥,0,😜,2,1
715,Petting zoo ... a big hit @ Santee Lakes Campground,5,3,😊,😊,3,😜,2,📷,1,😊,3,3
1035,Get introduced or reacquainted. Just know about it! #BLASHED #lashesbybillie #lashedbybillie…,19,2,😜,😊,3,🔥,0,😊,3,😜,2,1
1646,So whose coming to @user this week? therealmattlove…,10,1,📷,😊,3,😜,2,🔥,0,😊,3,1
151,Last one for the weekend #thunderbirds #airforce #huntingtonbeach #weekend @ Huntington Beach…,5,3,😊,📷,1,🔥,0,😊,3,🔥,0,1
2844,Got wood? I made my first fire last night. This shit is so primal. @ Mammoth Mountain Ski Resort,4,0,🔥,🔥,0,🔥,0,😊,3,😜,2,0
1921,Today is a rainy day in SF. My mind keeps wandering back to this spot. @user #bicycle #mtb…,10,1,📷,📷,1,😜,2,😊,3,😊,3,1
1832,"MY DAWG!!!!! : lo_riles @ Long Beach, California",10,1,📷,📷,1,🔥,0,🔥,0,😜,2,2
1840,The Vibes in @user West brought out the best in me! : soulfulstylist #blueroomwest…,10,1,📷,🔥,0,😊,3,🔥,0,😜,2,3
1779,Saturday brunch scenes. : @user @ Connie &amp; Ted's,10,1,📷,📷,1,📷,1,📷,1,😊,3,1
1169,"Tianguis gringo (@ Maclin Open Air Markets in Ontario, CA)",19,2,😜,📷,1,😊,3,📷,1,😊,3,1
1768,Cali Xmas Tonight! #DJQuiz #TheHeavyHitterDJs #BlackBottleBoys #BBB @user @ LAX…,10,1,📷,😊,3,😜,2,😊,3,🔥,0,0
2458,"#Repost @user with repostapp・・・HEY MAMA, that was ! #TeamGlamer is praying for your…",4,0,🔥,😊,3,🔥,0,😊,3,😊,3,2
1399,Me &amp; mariepicturethis today with the post-Christmas rush &amp; returns …,19,2,😜,😊,3,📷,1,😊,3,😜,2,0
1775,regram longexposure_shotsLong Exposure Shots Feature Long Exposure Artist: cecphotos…,10,1,📷,😊,3,📷,1,📷,1,📷,1,1
1099,I blue myself @ Rhyolite Historic Site,19,2,😜,📷,1,😊,3,😊,3,😜,2,2
2070,"{ C A B L E K N I T }#ootd #tomorrow #on #the #blog : bet__z @ Studio City, California",10,1,📷,📷,1,📷,1,📷,1,😊,3,1
1433,"yoooo, i'm up to something.",19,2,😜,😜,2,😜,2,😜,2,😜,2,2
